Mois,Région,Rayonnement solaire global (W/m2),Vitesse du vent à 100m (m/s)
2016-10,Corse,133.99959677419358,4.358870967741937
2016-10,Grand-Est,96.14620967741932,4.366370967741935
2016-10,Hauts-de-France,95.24330645161294,5.144556451612901
2016-10,Ile-de-France,101.1264919354839,5.004072580645158
2016-10,Normandie,102.88322580645163,5.54516129032258
2016-10,Nouvelle-Aquitaine,124.12915322580642,3.9717338709677414
2016-10,Occitanie,126.37201612903219,5.90266129032258
2016-10,Pays de la Loire,111.77830645161292,5.706895161290323
2016-10,Provence-Alpes-Côte d'Azur,127.47681451612898,4.783669354838707
2016-11,Auvergne-Rhône-Alpes,63.64841666666669,3.4857916666666684
2016-11,Bourgogne-Franche-Comté,50.85933333333331,5.305999999999998
2016-11,Bretagne,54.652041666666705,8.194166666666671
2016-11,Centre-Val de Loire,50.992166666666655,6.567083333333328
2016-11,Corse,88.43533333333332,5.8548749999999945
2016-11,Grand-Est,46.47324999999999,5.073958333333331
2016-11,Hauts-de-France,45.90412500000001,6.755208333333335
2016-11,Ile-de-France,47.27862499999997,6.471416666666668
2016-11,Normandie,50.240166666666696,7.525749999999991
2016-11,Nouvelle-Aquitaine,66.44229166666668,5.0507083333333345
2016-11,Occitanie,73.30645833333331,6.631416666666672
2016-11,Pays de la Loire,60.15779166666669,7.711708333333338
2016-11,Provence-Alpes-Côte d'Azur,84.97024999999994,6.157708333333332
2016-12,Auvergne-Rhône-Alpes,63.726290322580645,2.831612903225807
2016-12,Bourgogne-Franche-Comté,49.72822580645164,3.5689516129032253
2016-12,Bretagne,41.00899193548388,6.437661290322579
2016-12,Centre-Val de Loire,44.423185483870974,4.657862903225808
2016-12,Corse,76.22451612903232,4.64532258064516
2016-12,Grand-Est,42.11838709677419,3.860040322580644
2016-12,Hauts-de-France,36.01633064516128,5.341048387096774
2016-12,Ile-de-France,40.32649193548388,4.863145161290324
2016-12,Normandie,39.491250000000015,5.874637096774193
2016-12,Nouvelle-Aquitaine,59.38383064516128,3.7722983870967735
2016-12,Occitanie,68.1761693548387,5.805161290322583
2016-12,Pays de la Loire,45.95955645161289,5.878508064516131
2016-12,Provence-Alpes-Côte d'Azur,74.59866935483875,5.435322580645157
2017-01,Auvergne-Rhône-Alpes,67.48233870967744,4.056774193548386
2017-01,Bourgogne-Franche-Comté,54.49342741935486,5.236330645161291
2017-01,Bretagne,48.443427419354826,7.360483870967734
2017-01,Centre-Val de Loire,50.05475806451615,6.017137096774186
2017-01,Corse,73.15407258064516,6.8093145161290325
2017-01,Grand-Est,47.27274193548387,5.053024193548387
2017-01,Hauts-de-France,41.70758064516128,6.272499999999999
2017-01,Ile-de-France,45.0932258064516,6.1229435483870915
2017-01,Normandie,45.567580645161286,6.825846774193544
2017-01,Nouvelle-Aquitaine,67.6415322580645,4.897903225806453
2017-01,Occitanie,73.94411290322581,8.191814516129032
2017-01,Pays de la Loire,55.49108870967739,7.09068548387097
2017-01,Provence-Alpes-Côte d'Azur,77.08318548387098,6.794838709677417
2017-02,Auvergne-Rhône-Alpes,99.4877232142857,3.526160714285715
2017-02,Bourgogne-Franche-Comté,82.03691964285717,5.252276785714286
2017-02,Bretagne,78.6154017857143,8.775535714285708
2017-02,Centre-Val de Loire,73.51808035714284,6.853794642857144
2017-02,Corse,115.87388392857136,5.646875000000001
2017-02,Grand-Est,68.9196428571429,5.365491071428573
2017-02,Hauts-de-France,58.85910714285716,7.226026785714287
2017-02,Ile-de-France,64.2091517857143,6.945178571428573
2017-02,Normandie,70.01294642857145,8.01830357142857
2017-02,Nouvelle-Aquitaine,93.81973214285709,5.476651785714288
2017-02,Occitanie,103.9086160714286,7.195267857142859
2017-02,Pays de la Loire,79.7119196428572,8.144642857142856
2017-02,Provence-Alpes-Côte d'Azur,109.89674107142852,6.462589285714288
2017-03,Auvergne-Rhône-Alpes,153.1729032258064,3.5660483870967727
2017-03,Bourgogne-Franche-Comté,133.06334677419352,5.275483870967738
2017-03,Bretagne,128.93786290322583,8.100201612903222
2017-03,Centre-Val de Loire,122.02512096774186,6.188467741935485
2017-03,Corse,192.8248387096774,5.052137096774197
2017-03,Grand-Est,128.66576612903216,5.290443548387098
2017-03,Hauts-de-France,119.44854838709678,6.839435483870969
2017-03,Ile-de-France,113.4192741935484,6.410685483870964
2017-03,Normandie,118.72661290322579,7.332379032258064
2017-03,Nouvelle-Aquitaine,143.05814516129035,5.233790322580645
2017-03,Occitanie,161.29520161290318,6.73217741935484
2017-03,Pays de la Loire,131.90157258064522,7.343588709677424
2017-03,Provence-Alpes-Côte d'Azur,179.18012096774189,5.627419354838711
2017-04,Auvergne-Rhône-Alpes,229.57604166666667,4.102708333333334
2017-04,Bourgogne-Franche-Comté,209.11716666666655,4.983250000000002
2017-04,Bretagne,224.6379583333333,6.134749999999999
2017-04,Centre-Val de Loire,216.05104166666652,5.227250000000002
2017-04,Corse,258.33545833333324,4.270666666666666
2017-04,Grand-Est,194.72199999999995,4.403374999999999
2017-04,Hauts-de-France,198.28345833333339,5.168333333333335
2017-04,Ile-de-France,198.25583333333344,5.020124999999998
2017-04,Normandie,215.087,5.44079166666667
2017-04,Nouvelle-Aquitaine,239.25212499999995,4.610500000000001
2017-04,Occitanie,244.96108333333314,7.264958333333331
2017-04,Pays de la Loire,223.98270833333325,6.183708333333334
2017-04,Provence-Alpes-Côte d'Azur,250.2016666666668,4.82533333333333
2017-05,Auvergne-Rhône-Alpes,249.32810483870966,3.182419354838709
2017-05,Bourgogne-Franche-Comté,239.2962903225806,4.54879032258065
2017-05,Bretagne,236.9839516129032,6.439153225806448
2017-05,Centre-Val de Loire,238.81697580645152,5.174919354838705
2017-05,Corse,287.0059677419352,4.169153225806452
2017-05,Grand-Est,236.00814516129043,4.023064516129032
2017-05,Hauts-de-France,226.65455645161282,5.383911290322581
2017-05,Ile-de-France,231.10036290322589,5.265645161290319
2017-05,Normandie,228.8003225806451,5.819879032258066
2017-05,Nouvelle-Aquitaine,251.7178629032258,4.663346774193548
2017-05,Occitanie,261.01649193548394,5.631693548387104
2017-05,Pays de la Loire,240.80399193548396,6.313991935483872
2017-05,Provence-Alpes-Côte d'Azur,277.01209677419354,4.698306451612901
2017-06,Auvergne-Rhône-Alpes,276.46533333333343,3.1525000000000007
2017-06,Bourgogne-Franche-Comté,273.6719166666666,4.416750000000004
2017-06,Bretagne,258.12925,6.412916666666665
2017-06,Centre-Val de Loire,273.5299999999999,5.2467916666666685
2017-06,Corse,303.79712500000005,3.657875
2017-06,Grand-Est,270.2342916666666,4.526458333333333
2017-06,Hauts-de-France,263.4687916666666,5.562083333333331
2017-06,Ile-de-France,267.67666666666673,5.181250000000002
2017-06,Normandie,266.89962499999996,6.001333333333335
2017-06,Nouvelle-Aquitaine,267.704375,4.615166666666666
2017-06,Occitanie,281.804875,5.774999999999997
2017-06,Pays de la Loire,278.1639166666666,6.049208333333327
2017-06,Provence-Alpes-Côte d'Azur,305.2720833333332,4.793333333333335
2017-07,Auvergne-Rhône-Alpes,255.09318548387088,3.2427822580645165
2017-07,Bourgogne-Franche-Comté,227.66536290322583,4.24883064516129
2017-07,Bretagne,229.1781048387097,6.756451612903229
2017-07,Centre-Val de Loire,216.70399193548383,5.38620967741936
2017-07,Corse,309.61383064516116,4.124838709677424
2017-07,Grand-Est,216.26294354838714,4.318951612903226
2017-07,Hauts-de-France,210.54391129032265,5.437580645161291
2017-07,Ile-de-France,203.8307661290322,5.285766129032252
2017-07,Normandie,220.9404435483871,5.990000000000003
2017-07,Nouvelle-Aquitaine,234.29560483870972,4.276854838709676
2017-07,Occitanie,261.12733870967736,6.254072580645155
2017-07,Pays de la Loire,228.15000000000018,6.426088709677424
2017-07,Provence-Alpes-Côte d'Azur,307.92693548387086,5.111935483870968
2017-08,Auvergne-Rhône-Alpes,231.2297983870966,3.2056451612903225
2017-08,Bourgogne-Franche-Comté,210.72552419354832,3.91467741935484
2017-08,Bretagne,203.3811290322582,5.972217741935483
2017-08,Centre-Val de Loire,203.3830241935484,4.595040322580642
2017-08,Corse,276.4734677419355,3.4445967741935477
2017-08,Grand-Est,191.55657258064517,3.7112096774193577
2017-08,Hauts-de-France,186.6674193548388,4.673508064516132
2017-08,Ile-de-France,189.93544354838707,4.451572580645159
2017-08,Normandie,196.31991935483862,5.269072580645159
2017-08,Nouvelle-Aquitaine,223.5274193548387,3.9652016129032246
2017-08,Occitanie,237.72850806451623,5.905201612903227
2017-08,Pays de la Loire,213.9865322580646,5.542137096774196
2017-08,Provence-Alpes-Côte d'Azur,263.2815725806452,4.146451612903227
2017-09,Auvergne-Rhône-Alpes,160.15470833333342,2.8648333333333356
2017-09,Bourgogne-Franche-Comté,143.99429166666658,4.111250000000001
2017-09,Bretagne,134.47199999999992,7.137041666666663
2017-09,Centre-Val de Loire,140.43224999999995,5.340499999999997
2017-09,Corse,202.33854166666669,4.358458333333334
2017-09,Grand-Est,139.77979166666657,4.4079583333333305
2017-09,Hauts-de-France,134.50175000000002,5.723874999999996
2017-09,Ile-de-France,133.5512916666667,5.428875000000001
2017-09,Normandie,133.62462500000004,6.39941666666667
2017-09,Nouvelle-Aquitaine,156.7452083333333,4.466916666666665
2017-09,Occitanie,169.97429166666655,6.000291666666668
2017-09,Pays de la Loire,144.083,6.193500000000001
2017-09,Provence-Alpes-Côte d'Azur,198.05645833333344,4.99270833333333
2017-10,Auvergne-Rhône-Alpes,123.18455645161286,3.251411290322579
2017-10,Bourgogne-Franche-Comté,103.08233870967743,4.519193548387096
2017-10,Bretagne,93.21322580645156,6.649314516129033
2017-10,Centre-Val de Loire,98.74552419354833,5.231532258064515
