Mois,Région,Production solaire (GWh),Production éolienne (GWh)
2017-07,Hauts-de-France,16.846252,408.146707
2017-07,Normandie,16.278611,85.399555
2017-07,Nouvelle-Aquitaine,270.353101,75.696673
2017-07,Occitanie,241.371194,264.709012
2017-07,Pays de la Loire,56.237541,100.290795
2017-07,Provence-Alpes-Côte d'Azur,192.498805,9.022459
2017-07,Île-de-France,9.482203,6.627431
2017-08,Auvergne-Rhône-Alpes,105.167313,55.204342
2017-08,Bourgogne-Franche-Comté,27.986855,51.723121
2017-08,Bretagne,24.438694,87.330194
2017-08,Centre-Val de Loire,31.230163,99.879346
2017-08,Corse,22.412846,1.006694
2017-08,Grand Est,59.335532,255.783355
2017-08,Hauts-de-France,15.014832,284.495524
2017-08,Normandie,15.102187,62.658415
2017-08,Nouvelle-Aquitaine,288.95569,57.164356
2017-08,Occitanie,229.557056,200.23342
2017-08,Pays de la Loire,56.89524,74.585572
2017-08,Provence-Alpes-Côte d'Azur,168.431703,6.939917
2017-08,Île-de-France,8.763385,5.415824
2017-09,Auvergne-Rhône-Alpes,78.66209,54.958068
2017-09,Bourgogne-Franche-Comté,21.110642,71.798081
2017-09,Bretagne,17.242649,121.03624
2017-09,Centre-Val de Loire,24.233228,127.883956
2017-09,Corse,17.64887,0.383062
2017-09,Grand Est,45.987189,383.925664
2017-09,Hauts-de-France,11.764972,395.779358
2017-09,Normandie,11.280773,94.433916
2017-09,Nouvelle-Aquitaine,220.510603,72.902423
2017-09,Occitanie,182.795169,219.001278
2017-09,Pays de la Loire,43.212498,93.340979
2017-09,Provence-Alpes-Côte d'Azur,141.854519,6.762347
2017-09,Île-de-France,6.867814,7.996202
2017-10,Auvergne-Rhône-Alpes,71.884593,86.420262
2017-10,Bourgogne-Franche-Comté,17.784091,90.711006
2017-10,Bretagne,12.844928,115.188035
2017-10,Centre-Val de Loire,20.676127,139.72713
2017-10,Corse,15.7713,0.914986
2017-10,Grand Est,34.544866,482.442085
2017-10,Hauts-de-France,8.476075,595.715908
2017-10,Normandie,8.578184,124.026232
2017-10,Nouvelle-Aquitaine,192.93392,77.285463
2017-10,Occitanie,162.580543,273.322781
2017-10,Pays de la Loire,32.640963,91.006271
2017-10,Provence-Alpes-Côte d'Azur,132.248565,9.388579
2017-10,Île-de-France,5.151503,8.528743
2017-11,Auvergne-Rhône-Alpes,37.98025,111.263715
2017-11,Bourgogne-Franche-Comté,8.281668,125.468147
2017-11,Bretagne,8.934264,137.301073
2017-11,Centre-Val de Loire,10.801209,181.759624
2017-11,Corse,10.755274,2.585805
2017-11,Grand Est,14.256529,538.258284
2017-11,Hauts-de-France,4.998764,521.647355
2017-11,Normandie,4.998467,130.534689
2017-11,Nouvelle-Aquitaine,134.500259,107.198988
2017-11,Occitanie,107.712114,337.49637
2017-11,Pays de la Loire,21.717287,119.365476
2017-11,Provence-Alpes-Côte d'Azur,88.361657,13.371282
2017-11,Île-de-France,2.648041,10.75893
2017-12,Auvergne-Rhône-Alpes,21.13029,128.951731
2017-12,Bourgogne-Franche-Comté,4.523167,160.158102
2017-12,Bretagne,5.279824,216.976893
2017-12,Centre-Val de Loire,5.785615,269.62556
2017-12,Corse,7.604239,2.224994
2017-12,Grand Est,8.273737,825.635028
2017-12,Hauts-de-France,2.5438,844.152962
2017-12,Normandie,2.846294,197.053665
2017-12,Nouvelle-Aquitaine,75.945982,169.422507
2017-12,Occitanie,69.872736,354.989425
2017-12,Pays de la Loire,12.958347,188.706995
2017-12,Provence-Alpes-Côte d'Azur,59.800258,12.370602
2017-12,Île-de-France,1.381375,15.182519
2018-01,Auvergne-Rhône-Alpes,21.961504,139.778641
2018-01,Bourgogne-Franche-Comté,4.408338,199.66128
2018-01,Bretagne,4.08666,270.144411
2018-01,Centre-Val de Loire,5.366674,306.957392
2018-01,Corse,8.870183,1.601345
2018-01,Grand Est,24.365555,994.931507
2018-01,Hauts-de-France,1.763041,992.836891
2018-01,Normandie,2.126517,227.159465
2018-01,Nouvelle-Aquitaine,70.713293,226.433183
2018-01,Occitanie,66.880303,379.711507
2018-01,Pays de la Loire,9.189969,235.29783
2018-01,Provence-Alpes-Côte d'Azur,65.498301,10.978333
2018-01,Île-de-France,0.932668,18.716385
2018-02,Auvergne-Rhône-Alpes,40.725882,87.326138
2018-02,Bourgogne-Franche-Comté,11.542768,113.829832
2018-02,Bretagne,13.800303,184.836827
2018-02,Centre-Val de Loire,13.419007,203.412312
2018-02,Corse,8.511064,1.236073
2018-02,Grand Est,57.856831,613.391926
2018-02,Hauts-de-France,8.529525,753.686479
2018-02,Normandie,8.165754,160.017038
2018-02,Nouvelle-Aquitaine,147.110121,176.520906
2018-02,Occitanie,110.777219,293.38522
2018-02,Pays de la Loire,29.37544,170.174098
2018-02,Provence-Alpes-Côte d'Azur,89.058954,12.334559
2018-02,Île-de-France,3.791777,11.961187
2018-03,Auvergne-Rhône-Alpes,72.153349,122.128567
2018-03,Bourgogne-Franche-Comté,17.892109,143.409106
2018-03,Bretagne,14.819587,212.583964
2018-03,Centre-Val de Loire,20.645698,245.140679
2018-03,Corse,14.152265,2.750533
2018-03,Grand Est,72.822182,674.831414
2018-03,Hauts-de-France,7.907273,762.71588
2018-03,Normandie,8.405611,169.278282
2018-03,Nouvelle-Aquitaine,225.146653,221.950849
2018-03,Occitanie,172.399426,346.059174
2018-03,Pays de la Loire,37.860221,203.204022
2018-03,Provence-Alpes-Côte d'Azur,127.494255,12.406021
2018-03,Île-de-France,5.131912,13.467823
2018-04,Auvergne-Rhône-Alpes,101.879603,102.613497
2018-04,Bourgogne-Franche-Comté,27.834181,114.009795
2018-04,Bretagne,22.613164,136.24359
2018-04,Centre-Val de Loire,28.858087,142.003734
2018-04,Corse,18.468093,1.779803
2018-04,Grand Est,100.534849,514.465917
2018-04,Hauts-de-France,14.019742,534.0758
2018-04,Normandie,13.68342,115.983122
2018-04,Nouvelle-Aquitaine,278.955506,118.882636
2018-04,Occitanie,214.426968,264.379844
2018-04,Pays de la Loire,51.634955,103.228041
2018-04,Provence-Alpes-Côte d'Azur,158.213588,8.545115
2018-04,Île-de-France,8.44091,8.524428
2018-05,Auvergne-Rhône-Alpes,106.050485,66.984331
2018-05,Bourgogne-Franche-Comté,32.772651,68.518668
2018-05,Bretagne,30.596172,97.439704
2018-05,Centre-Val de Loire,39.134944,104.559225
2018-05,Corse,16.949974,0.48391
2018-05,Grand Est,112.172949,352.36229
2018-05,Hauts-de-France,19.016624,385.284959
2018-05,Normandie,20.047565,70.522667
2018-05,Nouvelle-Aquitaine,331.967459,86.421372
2018-05,Occitanie,221.967,268.915055
2018-05,Pays de la Loire,71.688427,86.768714
2018-05,Provence-Alpes-Côte d'Azur,159.6571,5.662789
2018-05,Île-de-France,11.888887,7.875509
2018-06,Auvergne-Rhône-Alpes,134.589102,61.650552
2018-06,Bourgogne-Franche-Comté,39.174017,66.352509
2018-06,Bretagne,27.508905,83.476937
2018-06,Centre-Val de Loire,38.344135,102.549323
2018-06,Corse,20.653923,0.46353
2018-06,Grand Est,111.334777,256.349042
2018-06,Hauts-de-France,18.225065,353.118311
2018-06,Normandie,18.620475,58.568397
2018-06,Nouvelle-Aquitaine,366.975139,109.012616
2018-06,Occitanie,272.88328,189.974672
2018-06,Pays de la Loire,67.64641,78.261029
2018-06,Provence-Alpes-Côte d'Azur,189.743702,7.290078
2018-06,Île-de-France,10.891246,5.720216
2018-07,Auvergne-Rhône-Alpes,147.191543,48.669956
2018-07,Bourgogne-Franche-Comté,41.924829,47.499869
2018-07,Bretagne,30.980392,79.142494
2018-07,Centre-Val de Loire,41.364932,76.450243
2018-07,Corse,25.258097,0.963606
2018-07,Grand Est,119.375944,238.922418
2018-07,Hauts-de-France,20.264905,265.964635
2018-07,Normandie,21.074683,49.390065
2018-07,Nouvelle-Aquitaine,404.31332,67.602795
2018-07,Occitanie,306.417549,156.150613
2018-07,Pays de la Loire,74.233982,61.955233
2018-07,Provence-Alpes-Côte d'Azur,216.917216,4.974155
2018-07,Île-de-France,12.43721,4.722374
2018-08,Auvergne-Rhône-Alpes,133.28275,64.459056
2018-08,Bourgogne-Franche-Comté,38.578134,65.070491
2018-08,Bretagne,25.29222,62.580559
2018-08,Centre-Val de Loire,39.212139,95.554356
2018-08,Corse,21.592938,0.76286
2018-08,Grand Est,109.530691,299.233697
2018-08,Hauts-de-France,18.025663,382.414185
2018-08,Normandie,18.229187,68.92932
2018-08,Nouvelle-Aquitaine,394.598047,85.181808
2018-08,Occitanie,277.299754,207.660732
2018-08,Pays de la Loire,68.296168,61.76537
2018-08,Provence-Alpes-Côte d'Azur,195.089058,5.610687
2018-08,Île-de-France,10.661226,6.56242
2018-09,Auvergne-Rhône-Alpes,120.791264,57.274809
2018-09,Bourgogne-Franche-Comté,34.087732,72.260859
2018-09,Bretagne,23.510098,119.341264
2018-09,Centre-Val de Loire,34.243606,128.964303
2018-09,Corse,19.178958,0.628598
2018-09,Grand Est,100.476899,348.415786
2018-09,Hauts-de-France,15.251827,417.478424
2018-09,Normandie,16.717485,91.314746
2018-09,Nouvelle-Aquitaine,340.135799,101.178023
2018-09,Occitanie,246.193667,165.90869
2018-09,Pays de la Loire,58.869411,99.524577
2018-09,Provence-Alpes-Côte d'Azur,176.121418,5.008002
2018-09,Île-de-France,9.221755,7.541509
2018-10,Auvergne-Rhône-Alpes,85.120256,112.488257
2018-10,Bourgogne-Franche-Comté,24.359894,115.00267
2018-10,Bretagne,18.32,150.787255
2018-10,Centre-Val de Loire,25.211399,181.118509
2018-10,Corse,12.507049,0.735368
2018-10,Grand Est,87.178062,537.28023
2018-10,Hauts-de-France,12.63315,600.301956
2018-10,Normandie,13.090737,123.33694
2018-10,Nouvelle-Aquitaine,224.097604,155.974375
2018-10,Occitanie,155.643606,358.943915
2018-10,Pays de la Loire,43.414346,139.733417
2018-10,Provence-Alpes-Côte d'Azur,112.284642,11.013273
2018-10,Île-de-France,8.134093,10.290827
2018-11,Auvergne-Rhône-Alpes,46.883852,98.077311
2018-11,Bourgogne-Franche-Comté,13.728743,121.600863
2018-11,Bretagne,11.45869,194.022238
2018-11,Centre-Val de Loire,12.993101,189.705599
2018-11,Corse,8.831444,0.591944
2018-11,Grand Est,49.18735,621.468156
2018-11,Hauts-de-France,7.408405,761.252498
2018-11,Normandie,7.853788,165.797121
2018-11,Nouvelle-Aquitaine,140.529726,167.502076
2018-11,Occitanie,98.766758,294.369128
2018-11,Pays de la Loire,26.503452,173.792932
2018-11,Provence-Alpes-Côte d'Azur,62.22482,8.31106
2018-11,Île-de-France,4.770701,10.751201
2018-12,Auvergne-Rhône-Alpes,25.731016,120.160498
2018-12,Bourgogne-Franche-Comté,5.376899,183.620869
2018-12,Bretagne,2.509485,213.147695
2018-12,Centre-Val de Loire,5.958783,267.056103
2018-12,Corse,9.40021,1.252307
2018-12,Grand Est,19.447981,887.34058
2018-12,Hauts-de-France,1.676,983.350827
2018-12,Normandie,2.08686,217.467543
2018-12,Nouvelle-Aquitaine,66.532342,220.317124
2018-12,Occitanie,73.14895,326.482692
2018-12,Pays de la Loire,7.71229,217.957974
2018-12,Provence-Alpes-Côte d'Azur,72.024311,7.860378
2018-12,Île-de-France,0.897192,15.24884
2019-01,Auvergne-Rhône-Alpes,38.791854,114.415129
2019-01,Bourgogne-Franche-Comté,9.242077,123.414207
2019-01,Bretagne,7.554247,132.838304
2019-01,Centre-Val de Loire,9.199509,226.976113
2019-01,Corse,11.557699,1.013034
2019-01,Grand Est,28.439476,675.819459
2019-01,Hauts-de-France,4.227197,788.435912
2019-01,Normandie,4.597184,145.05176
2019-01,Nouvelle-Aquitaine,97.69933,191.367171
2019-01,Occitanie,98.03797,463.479683
2019-01,Pays de la Loire,18.857592,146.772158
2019-01,Provence-Alpes-Côte d'Azur,97.346514,17.952859
2019-01,Île-de-France,2.820042,10.901197
2019-02,Auvergne-Rhône-Alpes,78.453142,89.561496
2019-02,Bourgogne-Franche-Comté,23.078548,129.586202
2019-02,Bretagne,14.821922,159.729022
2019-02,Centre-Val de Loire,21.761039,184.965858
2019-02,Corse,15.637565,0.82117
2019-02,Grand Est,64.940166,573.878915
2019-02,Hauts-de-France,9.822364,735.370382
2019-02,Normandie,10.435082,151.720296
2019-02,Nouvelle-Aquitaine,217.883042,172.712704
2019-02,Occitanie,166.331577,262.84415
2019-02,Pays de la Loire,36.801914,152.703547
2019-02,Provence-Alpes-Côte d'Azur,129.286522,6.404939
2019-02,Île-de-France,5.857725,9.257202
2019-03,Auvergne-Rhône-Alpes,111.792504,140.560975
2019-03,Bourgogne-Franche-Comté,31.964473,236.502533
2019-03,Bretagne,20.975802,254.114146
2019-03,Centre-Val de Loire,29.974959,329.511708
2019-03,Corse,21.452898,1.664186
2019-03,Grand Est,85.832104,1090.308411
2019-03,Hauts-de-France,13.003055,1209.590817
2019-03,Normandie,13.670316,236.264478
2019-03,Nouvelle-Aquitaine,310.757136,251.080089
2019-03,Occitanie,239.516559,398.050098
2019-03,Pays de la Loire,52.564947,250.241442
2019-03,Provence-Alpes-Côte d'Azur,189.77582,10.35909
2019-03,Île-de-France,8.189127,19.218889
2019-04,Auvergne-Rhône-Alpes,114.282908,103.559745
2019-04,Bourgogne-Franche-Comté,34.648639,115.465607
2019-04,Bretagne,24.141045,136.613094
2019-04,Centre-Val de Loire,35.238296,169.911885
2019-04,Corse,20.530834,0.85198
2019-04,Grand Est,96.015131,501.592503
2019-04,Hauts-de-France,15.827198,552.949065
2019-04,Normandie,17.616652,111.442814
2019-04,Nouvelle-Aquitaine,314.016303,130.618996
2019-04,Occitanie,228.407063,339.885053
2019-04,Pays de la Loire,59.313778,138.517479
2019-04,Provence-Alpes-Côte d'Azur,171.862762,9.932295
2019-04,Île-de-France,9.426352,9.741244
2019-05,Auvergne-Rhône-Alpes,139.328997,119.906192
2019-05,Bourgogne-Franche-Comté,42.385101,122.129086
2019-05,Bretagne,30.512859,105.793054
2019-05,Centre-Val de Loire,39.887994,162.189462
2019-05,Corse,22.235065,1.364301
2019-05,Grand Est,110.573555,449.366449
2019-05,Hauts-de-France,20.042656,487.34022
2019-05,Normandie,21.505809,92.565845
2019-05,Nouvelle-Aquitaine,380.622466,123.291552
2019-05,Occitanie,288.662,393.499231
2019-05,Pays de la Loire,73.29085,129.910585
2019-05,Provence-Alpes-Côte d'Azur,213.651528,11.983733
2019-05,Île-de-France,11.750655,10.372814
2019-06,Auvergne-Rhône-Alpes,149.880804,70.398922
2019-06,Bourgogne-Franche-Comté,44.702534,99.129801
2019-06,Bretagne,30.463891,95.406297
2019-06,Centre-Val de Loire,42.981409,140.509677
2019-06,Corse,27.841627,0.239456
2019-06,Grand Est,116.653542,407.717187
2019-06,Hauts-de-France,21.530085,512.470702
2019-06,Normandie,22.158061,95.988318
2019-06,Nouvelle-Aquitaine,399.471101,108.157182
2019-06,Occitanie,303.915959,219.831613
2019-06,Pays de la Loire,77.779056,106.651449
2019-06,Provence-Alpes-Côte d'Azur,225.769912,5.059092
2019-06,Île-de-France,12.676048,8.990408
2019-07,Auvergne-Rhône-Alpes,165.356691,58.769137
2019-07,Bourgogne-Franche-Comté,49.980787,93.44678
2019-07,Bretagne,34.554199,104.719297
2019-07,Centre-Val de Loire,47.655875,136.958394
2019-07,Corse,26.591246,0.67234
2019-07,Grand Est,121.103855,355.14854
2019-07,Hauts-de-France,22.181163,433.109191
2019-07,Normandie,24.874222,82.691999
2019-07,Nouvelle-Aquitaine,438.278115,93.705939
2019-07,Occitanie,322.059334,214.624857
2019-07,Pays de la Loire,82.556401,114.201248
2019-07,Provence-Alpes-Côte d'Azur,227.311657,4.967942
2019-07,Île-de-France,13.753507,9.292506
2019-08,Auvergne-Rhône-Alpes,151.787644,58.278444
2019-08,Bourgogne-Franche-Comté,45.371619,80.97743
2019-08,Bretagne,29.813262,109.737528
2019-08,Centre-Val de Loire,42.506469,135.099152
2019-08,Corse,23.104833,0.228318
2019-08,Grand Est,115.169549,331.373685
2019-08,Hauts-de-France,20.273028,453.061113
2019-08,Normandie,22.485824,93.31354
2019-08,Nouvelle-Aquitaine,404.855953,87.713706
2019-08,Occitanie,307.539415,163.480211
2019-08,Pays de la Loire,72.538802,104.764596
2019-08,Provence-Alpes-Côte d'Azur,209.639497,5.639849
2019-08,Île-de-France,12.183437,12.185151
2019-09,Auvergne-Rhône-Alpes,128.646827,75.653161
2019-09,Bourgogne-Franche-Comté,38.834372,135.094556
2019-09,Bretagne,24.409672,169.356513
2019-09,Centre-Val de Loire,35.545413,217.788765
2019-09,Corse,21.090616,-0.008141
2019-09,Grand Est,101.77296,581.554285
2019-09,Hauts-de-France,16.349941,706.328929
2019-09,Normandie,17.842917,143.25233
2019-09,Nouvelle-Aquitaine,334.934476,138.204349
2019-09,Occitanie,254.118017,249.202041
2019-09,Pays de la Loire,61.276594,174.769595
2019-09,Provence-Alpes-Côte d'Azur,177.450218,6.83636
2019-09,Île-de-France,11.499915,19.652009
2019-10,Auvergne-Rhône-Alpes,80.145562,117.304101
2019-10,Bourgogne-Franche-Comté,21.212078,184.648083
2019-10,Bretagne,14.826496,186.603919
2019-10,Centre-Val de Loire,19.456974,266.877235
2019-10,Corse,16.355475,0.14742
2019-10,Grand Est,80.814767,809.263325
2019-10,Hauts-de-France,10.479831,920.200573
2019-10,Normandie,10.937538,189.006396
2019-10,Nouvelle-Aquitaine,205.565272,165.590679
2019-10,Occitanie,167.069889,324.646759
2019-10,Pays de la Loire,36.538152,172.079065
2019-10,Provence-Alpes-Côte d'Azur,125.503918,8.216448
2019-10,Île-de-France,7.373791,23.063108
2019-11,Auvergne-Rhône-Alpes,46.342011,106.842541
2019-11,Bourgogne-Franche-Comté,13.018505,187.969807
2019-11,Bretagne,9.952518,209.848579
2019-11,Centre-Val de Loire,12.425745,275.273211
2019-11,Corse,8.735486,1.124548
2019-11,Grand Est,47.360483,797.412699
2019-11,Hauts-de-France,6.477738,840.647341
2019-11,Normandie,7.142248,171.434254
2019-11,Nouvelle-Aquitaine,106.150944,199.819529
2019-11,Occitanie,107.387079,321.933805
2019-11,Pays de la Loire,22.897821,206.069551
2019-11,Provence-Alpes-Côte d'Azur,73.535779,7.15866
2019-11,Île-de-France,4.602357,22.877192
2019-12,Auvergne-Rhône-Alpes,46.830811,137.441565
2019-12,Bourgogne-Franche-Comté,12.768578,261.315629
2019-12,Bretagne,8.87151,274.13891
2019-12,Centre-Val de Loire,12.180603,341.619852
2019-12,Corse,9.717492,1.080009
2019-12,Grand Est,29.875742,1096.094233
2019-12,Hauts-de-France,5.863095,1309.812091
2019-12,Normandie,6.7246,262.393156
2019-12,Nouvelle-Aquitaine,101.194236,261.399766
2019-12,Occitanie,97.520115,399.826536
2019-12,Pays de la Loire,21.437291,275.690146
2019-12,Provence-Alpes-Côte d'Azur,78.779166,9.233348
2019-12,Île-de-France,4.417308,29.593662
2020-01,Auvergne-Rhône-Alpes,41.932954,121.308599
2020-01,Bourgogne-Franche-Comté,11.871993,208.811756
2020-01,Bretagne,6.823425,252.917734
2020-01,Centre-Val de Loire,12.186985,332.256062
2020-01,Corse,11.67754,0.734355
2020-01,Grand Est,17.593408,928.195901
2020-01,Hauts-de-France,3.000562,1175.4809
2020-01,Normandie,4.766503,215.115244
2020-01,Nouvelle-Aquitaine,122.662157,283.033687
2020-01,Occitanie,98.285521,345.347404
2020-01,Pays de la Loire,17.696394,273.636871
2020-01,Provence-Alpes-Côte d'Azur,72.668837,7.145609
2020-01,Île-de-France,2.678354,26.638283
2020-02,Auvergne-Rhône-Alpes,73.763228,145.727063
2020-02,Bourgogne-Franche-Comté,19.83403,294.481382
2020-02,Bretagne,13.15371,339.83173
2020-02,Centre-Val de Loire,20.325637,476.853708
2020-02,Corse,16.521819,1.573439
2020-02,Grand Est,31.220509,1407.717674
2020-02,Hauts-de-France,7.722457,1836.079858
2020-02,Normandie,9.002849,322.870346
2020-02,Nouvelle-Aquitaine,193.871553,309.931066
2020-02,Occitanie,163.468641,378.04365
2020-02,Pays de la Loire,32.68713,343.680598
2020-02,Provence-Alpes-Côte d'Azur,122.382053,7.970128
2020-02,Île-de-France,5.695969,37.631177
2020-03,Auvergne-Rhône-Alpes,110.410308,96.037937
2020-03,Bourgogne-Franche-Comté,31.920016,215.933239
2020-03,Bretagne,20.751534,256.511932
2020-03,Centre-Val de Loire,32.677158,362.414289
2020-03,Corse,17.970342,0.980344
2020-03,Grand Est,53.367674,1084.738857
2020-03,Hauts-de-France,12.899972,1335.686051
2020-03,Normandie,15.610648,233.039979
2020-03,Nouvelle-Aquitaine,271.769131,238.806636
2020-03,Occitanie,220.972273,365.845558
2020-03,Pays de la Loire,53.604446,265.899566
2020-03,Provence-Alpes-Côte d'Azur,165.4529,9.189496
2020-03,Île-de-France,9.048646,29.586655
2020-04,Auvergne-Rhône-Alpes,139.158867,67.64169
2020-04,Bourgogne-Franche-Comté,43.328888,116.524461
2020-04,Bretagne,27.486788,127.590654
2020-04,Centre-Val de Loire,45.627306,176.649788
2020-04,Corse,21.585966,0.713892
2020-04,Grand Est,78.289353,534.746819
2020-04,Hauts-de-France,19.5731,611.080342
2020-04,Normandie,22.222567,101.358067
2020-04,Nouvelle-Aquitaine,329.589617,143.598033
2020-04,Occitanie,257.263164,239.274204
2020-04,Pays de la Loire,70.8651,140.866315
2020-04,Provence-Alpes-Côte d'Azur,194.542022,2.641005
2020-04,Île-de-France,13.396076,15.485014
2020-05,Auvergne-Rhône-Alpes,162.111832,96.31607
2020-05,Bourgogne-Franche-Comté,47.802577,140.966406
2020-05,Bretagne,36.593762,151.419079
2020-05,Centre-Val de Loire,54.538296,213.923778
2020-05,Corse,23.142611,0.994118
2020-05,Grand Est,87.651798,531.227199
2020-05,Hauts-de-France,23.867788,726.056642
2020-05,Normandie,28.386526,121.726869
2020-05,Nouvelle-Aquitaine,432.181486,203.429871
2020-05,Occitanie,320.88869,269.357612
2020-05,Pays de la Loire,90.008578,177.023452
2020-05,Provence-Alpes-Côte d'Azur,222.3919,7.974916
2020-05,Île-de-France,16.464167,17.403797
2020-06,Auvergne-Rhône-Alpes,151.917097,65.069183
2020-06,Bourgogne-Franche-Comté,42.920515,94.763195
2020-06,Bretagne,30.476641,106.024048
2020-06,Centre-Val de Loire,46.273439,157.162889
2020-06,Corse,25.700738,1.512907
2020-06,Grand Est,77.84724,426.028248
2020-06,Hauts-de-France,20.972684,567.901227
2020-06,Normandie,24.363271,99.6795
2020-06,Nouvelle-Aquitaine,414.141631,128.999694
2020-06,Occitanie,313.45136,246.977511
2020-06,Pays de la Loire,74.763174,131.808137
2020-06,Provence-Alpes-Côte d'Azur,234.681938,8.029765
2020-06,Île-de-France,14.699341,12.849027
2020-07,Auvergne-Rhône-Alpes,181.273282,61.334695
2020-07,Bourgogne-Franche-Comté,52.006077,86.766438
2020-07,Bretagne,34.811527,107.438367
2020-07,Centre-Val de Loire,58.040852,155.347065
2020-07,Corse,27.856517,0.420366
2020-07,Grand Est,88.793037,421.013413
2020-07,Hauts-de-France,22.804171,658.015276
2020-07,Normandie,27.684079,111.757302
2020-07,Nouvelle-Aquitaine,479.838964,109.451145
2020-07,Occitanie,358.650537,250.536028
2020-07,Pays de la Loire,91.169645,117.632188
2020-07,Provence-Alpes-Côte d'Azur,253.259471,7.071759
2020-07,Île-de-France,18.271019,13.846834
2020-08,Auvergne-Rhône-Alpes,158.91594,64.822965
2020-08,Bourgogne-Franche-Comté,45.576782,88.370956
2020-08,Bretagne,30.832391,118.037945
2020-08,Centre-Val de Loire,49.240136,157.553304
2020-08,Corse,32.275496,0.830818
2020-08,Grand Est,78.443639,416.391392
2020-08,Hauts-de-France,21.416061,604.634993
2020-08,Normandie,23.767661,111.318435
2020-08,Nouvelle-Aquitaine,415.079961,108.739616
2020-08,Occitanie,321.493061,244.67537
2020-08,Pays de la Loire,77.444751,107.843694
2020-08,Provence-Alpes-Côte d'Azur,236.035086,6.017045
2020-08,Île-de-France,17.442151,14.088058
2020-09,Auvergne-Rhône-Alpes,131.250348,66.905685
2020-09,Bourgogne-Franche-Comté,39.334328,108.594656
2020-09,Bretagne,24.645264,102.450738
2020-09,Centre-Val de Loire,42.377413,172.703084
2020-09,Corse,20.483625,0.708949
2020-09,Grand Est,63.346562,437.299662
2020-09,Hauts-de-France,17.441457,658.129304
2020-09,Normandie,19.939157,106.156096
2020-09,Nouvelle-Aquitaine,347.675045,117.832947
2020-09,Occitanie,258.283174,237.641533
2020-09,Pays de la Loire,63.739053,113.736132
2020-09,Provence-Alpes-Côte d'Azur,180.935211,5.274607
2020-09,Île-de-France,14.83333,15.557947
2020-10,Auvergne-Rhône-Alpes,74.477883,120.560285
2020-10,Bourgogne-Franche-Comté,19.549545,218.950434
2020-10,Bretagne,15.578338,224.557402
2020-10,Centre-Val de Loire,21.954347,328.890192
2020-10,Corse,17.707582,1.137349
2020-10,Grand Est,33.079484,1028.047768
2020-10,Hauts-de-France,9.708838,1290.42211
2020-10,Normandie,11.749904,210.427043
2020-10,Nouvelle-Aquitaine,207.83185,247.106633
2020-10,Occitanie,164.313786,373.62731
2020-10,Pays de la Loire,37.988703,239.736307
2020-10,Provence-Alpes-Côte d'Azur,143.335194,10.395619
2020-10,Île-de-France,8.002121,30.646021
2020-11,Auvergne-Rhône-Alpes,68.091234,96.130517
2020-11,Bourgogne-Franche-Comté,20.244923,149.120706
2020-11,Bretagne,12.627647,192.163386
2020-11,Centre-Val de Loire,21.527111,216.315641
2020-11,Corse,13.0057,0.485219
2020-11,Grand Est,29.915236,644.444783
2020-11,Hauts-de-France,7.47408,961.365715
2020-11,Normandie,8.521033,175.911934
2020-11,Nouvelle-Aquitaine,196.353437,200.932064
2020-11,Occitanie,135.441499,313.267934
2020-11,Pays de la Loire,33.881006,191.808976
2020-11,Provence-Alpes-Côte d'Azur,104.27224,12.204157
2020-11,Île-de-France,6.34295,19.670377
2020-12,Auvergne-Rhône-Alpes,33.681564,138.684713
2020-12,Bourgogne-Franche-Comté,9.365328,221.038732
2020-12,Bretagne,8.125003,262.132774
2020-12,Centre-Val de Loire,9.6799,356.348075
2020-12,Corse,9.674814,1.195167
2020-12,Grand Est,13.936315,898.014652
2020-12,Hauts-de-France,4.913556,1231.875408
2020-12,Normandie,5.244386,228.911205
2020-12,Nouvelle-Aquitaine,92.191323,319.342553
2020-12,Occitanie,76.796211,370.983197
2020-12,Pays de la Loire,19.455587,285.786711
2020-12,Provence-Alpes-Côte d'Azur,63.893889,11.248986
2020-12,Île-de-France,3.7824,32.27697
